Row0=Port(Qubit1L):Terminal(JJ1L_T1)	Row1=Port(Sink):Terminal(Sink1_T1)	Row2=Port(Source):Terminal(Source1_T1)	
Frequency   	Z[1,1]_Mag  	Z[1,1]_Phs  	Z[1,2]_Mag  	Z[1,2]_Phs  	Z[1,3]_Mag  	Z[1,3]_Phs  	Z[2,1]_Mag  	Z[2,1]_Phs  	Z[2,2]_Mag  	Z[2,2]_Phs  	Z[2,3]_Mag  	Z[2,3]_Phs  	Z[3,1]_Mag  	Z[3,1]_Phs  	Z[3,2]_Mag  	Z[3,2]_Phs  	Z[3,3]_Mag  	Z[3,3]_Phs  	
6.139000000000000E+09 	2.150617538371235E+01  	-8.999957035697520E+01  	6.550122627836107E-05  	-8.686373763660967E+01  	2.694590902967771E-03  	-9.235998078481462E+01  	6.550122581398056E-05  	-8.686375844822007E+01  	2.308537897407912E+01  	-8.999940692257758E+01  	6.817219907383849E-03  	9.000134304250730E+01  	2.694590883863291E-03  	-9.236000159639644E+01  	6.817219907383752E-03  	9.000134304250648E+01  	9.747790424974269E+01  	-8.999950477005216E+01  	
6.148000000000000E+09 	2.147306115835578E+01  	-8.999954953317942E+01  	6.566632076981105E-05  	-8.680648456369356E+01  	2.681561003084160E-03  	-9.243227788969470E+01  	6.566632621045674E-05  	-8.680648448674086E+01  	2.302584101165479E+01  	-8.999940658687055E+01  	6.828537427844224E-03  	9.000135394562375E+01  	2.681561225258452E-03  	-9.243227781271220E+01  	6.828537427844120E-03  	9.000135394562294E+01  	9.731783087950201E+01  	-8.999950517640448E+01  	
6.157000000000000E+09 	2.144004680347866E+01  	-8.999952870673673E+01  	6.583236241906476E-05  	-8.674875367957975E+01  	2.668424007279099E-03  	-9.250650041328795E+01  	6.583236779465233E-05  	-8.674873271402714E+01  	2.296643793020661E+01  	-8.999940624929886E+01  	6.839865591612499E-03  	9.000136461633529E+01  	2.668424225170282E-03  	-9.250647944770461E+01  	6.839865591612400E-03  	9.000136461633448E+01  	9.715820001863844E+01  	-8.999950557136816E+01  	
6.166000000000000E+09 	2.140713381042483E+01  	-8.999954965835316E+01  	6.599936812413079E-05  	-8.669053833927612E+01  	2.655178173998158E-03  	-9.258270374856002E+01  	6.599937343512670E-05  	-8.669053826576993E+01  	2.290716913156320E+01  	-8.999940590981363E+01  	6.851204520301305E-03  	9.000137505557743E+01  	2.655178387660544E-03  	-9.258270367502185E+01  	6.851204520301211E-03  	9.000137505557659E+01  	9.699900972851073E+01  	-8.999950595482736E+01  	
6.175000000000000E+09 	2.137431838162459E+01  	-8.999954971709614E+01  	6.616734488723154E-05  	-8.663183175483546E+01  	2.641821352394559E-03  	-9.266094486704357E+01  	6.616735013415452E-05  	-8.663183168299493E+01  	2.284803402101618E+01  	-8.999940556836539E+01  	6.862554337986205E-03  	9.000138526429022E+01  	2.641821561884189E-03  	-9.266094479517038E+01  	6.862554337986098E-03  	9.000138526428938E+01  	9.684025808177391E+01  	-8.999950632667249E+01  	
6.184000000000000E+09 	2.134160535101703E+01  	-8.999957066360145E+01  	6.633632074654453E-05  	-8.657262699181825E+01  	2.628352225275900E-03  	-9.274128234746073E+01  	6.633633197659461E-05  	-8.657264781194604E+01  	2.278903200729480E+01  	-8.999940522490419E+01  	6.873915171265354E-03  	9.000139524341745E+01  	2.628352670227698E-03  	-9.274130316755486E+01  	6.873915171265258E-03  	9.000139524341661E+01  	9.668194316229770E+01  	-8.999950668680032E+01  	
6.193000000000000E+09 	2.130898788108775E+01  	-8.999956549467959E+01  	6.650630614190969E-05  	-8.651291696614682E+01  	2.614768760572342E-03  	-9.282377640330164E+01  	6.650631732451992E-05  	-8.651293256528045E+01  	2.273016250254054E+01  	-8.999940487937934E+01  	6.885287149329777E-03  	9.000140499390722E+01  	2.614769200228028E-03  	-9.282379200240022E+01  	6.885287149329671E-03  	9.000140499390638E+01  	9.652406306508459E+01  	-8.999950703511354E+01  	
6.202000000000000E+09 	2.127646773267586E+01  	-8.999954987802190E+01  	6.667733263017952E-05  	-8.645269444034160E+01  	2.601069751139191E-03  	-9.290848890806733E+01  	6.667733161061231E-05  	-8.645269437327366E+01  	2.267142492228213E+01  	-8.999940453173951E+01  	6.896670404026015E-03  	9.000141451671082E+01  	2.601069711365062E-03  	-9.290848884096312E+01  	6.896670404025901E-03  	9.000141451670997E+01  	9.636661589619010E+01  	-8.999950737152119E+01  	
6.211000000000000E+09 	2.124404755350605E+01  	-8.999956559447341E+01  	6.684939863978113E-05  	-8.639195202029805E+01  	2.587252685788570E-03  	-9.299548341900712E+01  	6.684940363628319E-05  	-8.639196762250292E+01  	2.261281868541074E+01  	-8.999940418193293E+01  	6.908065069932388E-03  	9.000142381278319E+01  	2.587252879165697E-03  	-9.299549902117489E+01  	6.908065069932282E-03  	9.000142381278229E+01  	9.620959977264243E+01  	-8.999950769593838E+01  	
6.220000000000000E+09 	2.121172767137334E+01  	-8.999954997289312E+01  	6.702254446900892E-05  	-8.633068215109449E+01  	2.573316682770165E-03  	-9.308482519749045E+01  	6.702255551372327E-05  	-8.633068208702302E+01  	2.255434321415520E+01  	-8.999940382990717E+01  	6.919471284421538E-03  	9.000143288308165E+01  	2.573317106828614E-03  	-9.308482513338055E+01  	6.919471284421431E-03  	9.000143288308078E+01  	9.605301282236391E+01  	-8.999950800828651E+01  	
6.229000000000000E+09 	2.117949774129192E+01  	-8.999955001666137E+01  	6.719677728167983E-05  	-8.626887711371974E+01  	2.559259571932104E-03  	-9.317658122750161E+01  	6.719677603185383E-05  	-8.626887705109235E+01  	2.249599793405791E+01  	-8.999940347560899E+01  	6.930889187743591E-03  	9.000144172856656E+01  	2.559259524330067E-03  	-9.317658116483453E+01  	6.930889187743476E-03  	9.000144172856567E+01  	9.589685318409187E+01  	-8.999950830849295E+01  	
6.238000000000000E+09 	2.114737137658121E+01  	-8.999955005799283E+01  	6.737212548735059E-05  	-8.620652902082757E+01  	2.545080003592366E-03  	-9.327082022993717E+01  	6.737213030305892E-05  	-8.620652895960866E+01  	2.243778227395017E+01  	-8.999940311898479E+01  	6.942318923095807E-03  	9.000145035020023E+01  	2.545080185511619E-03  	-9.327082016867726E+01  	6.942318923095693E-03  	9.000145035019933E+01  	9.574111900730153E+01  	-8.999950859649125E+01  	
6.247000000000000E+09 	2.111533715664126E+01  	-8.999952920663813E+01  	6.754859986839717E-05  	-8.614362981301794E+01  	2.530775962945938E-03  	-9.336761267372199E+01  	6.754860462532313E-05  	-8.614360886283005E+01  	2.237969566592851E+01  	-8.999940275998011E+01  	6.953760636706066E-03  	9.000145874894704E+01  	2.530776141167770E-03  	-9.336759172349191E+01  	6.953760636705960E-03  	9.000145874894616E+01  	9.558580845212859E+01  	-8.999950887222103E+01  	
6.256000000000000E+09 	2.108339984132185E+01  	-8.999955013357761E+01  	6.772623254440262E-05  	-8.608017125449288E+01  	2.516346249071644E-03  	-9.346703078206666E+01  	6.772623724331232E-05  	-8.608017119598547E+01  	2.232173754533071E+01  	-8.999940239854010E+01  	6.965214477909400E-03  	9.000146692577292E+01  	2.516346423656908E-03  	-9.346703072351592E+01  	6.965214477909288E-03  	9.000146692577204E+01  	9.543091968929288E+01  	-8.999950913562778E+01  	
6.265000000000000E+09 	2.105155899158282E+01  	-8.999952927746617E+01  	6.790504583448389E-05  	-8.601614492907466E+01  	2.501789298699966E-03  	-9.356914853427369E+01  	6.790505047618049E-05  	-8.601612398152982E+01  	2.226390735071222E+01  	-8.999940203460905E+01  	6.976680599235537E-03  	9.000147488164487E+01  	2.501789469710277E-03  	-9.356912758668388E+01  	6.976680599235434E-03  	9.000147488164394E+01  	9.527645090002251E+01  	-8.999950938666309E+01  	
6.274000000000000E+09 	2.101981094913201E+01  	-8.999955019976464E+01  	6.808505221901775E-05  	-8.595154223590671E+01  	2.487103204496859E-03  	-9.367404166177498E+01  	6.808505680430332E-05  	-8.595154217997485E+01  	2.220620452382267E+01  	-8.999940166813072E+01  	6.988159156495487E-03  	9.000148261753080E+01  	2.487103371993120E-03  	-9.367404160579662E+01  	6.988159156495375E-03  	9.000148261752989E+01  	9.512240027597900E+01  	-8.999950962528447E+01  	
6.283000000000000E+09 	2.098815852148456E+01  	-8.999955022940081E+01  	6.826628564396184E-05  	-8.588635438483392E+01  	2.472286868907126E-03  	-9.378178763770202E+01  	6.826629017366859E-05  	-8.588635433013953E+01  	2.214862850958270E+01  	-8.999940129904809E+01  	6.999650308867077E-03  	9.000149013439913E+01  	2.472287032950678E-03  	-9.378178758295978E+01  	6.999650308866959E-03  	9.000149013439820E+01  	9.496876601918244E+01  	-8.999950985145522E+01  	
6.292000000000000E+09 	2.095660127734738E+01  	-8.999955025674005E+01  	6.844877028174188E-05  	-8.582057239208295E+01  	2.457338853929913E-03  	-9.389246565984246E+01  	6.844877475671131E-05  	-8.582057233859346E+01  	2.209117875606083E+01  	-8.999940092730370E+01  	7.011154218990920E-03  	9.000149743321829E+01  	2.457339014581782E-03  	-9.389246560630367E+01  	7.011154218990803E-03  	9.000149743321737E+01  	9.481554634193802E+01  	-8.999951006514434E+01  	
6.301000000000000E+09 	2.092513750244131E+01  	-8.999955028187421E+01  	6.863252049318744E-05  	-8.575418707561668E+01  	2.442257400371093E-03  	-9.400615662552070E+01  	6.863253117021886E-05  	-8.575418702329998E+01  	2.203385471445063E+01  	-8.999940055283928E+01  	7.022671053065655E-03  	9.000150451495647E+01  	2.442257780307043E-03  	-9.400615657315326E+01  	7.022671053065533E-03  	9.000150451495553E+01  	9.466273946676222E+01  	-8.999951026632665E+01  	
6.310000000000000E+09 	2.089376235614386E+01  	-8.999955030475766E+01  	6.881757224305748E-05  	-8.568718905016085E+01  	2.427041556905934E-03  	-9.412294309748768E+01  	6.881757033831500E-05  	-8.568718899898565E+01  	2.197665583904807E+01  	-8.999940017559571E+01  	7.034200980942608E-03  	9.000151138058092E+01  	2.427041489728480E-03  	-9.412294304625999E+01  	7.034200980942488E-03  	9.000151138058000E+01  	9.451034362631098E+01  	-8.999951045498273E+01  	
6.319000000000000E+09 	2.086248177480691E+01  	-8.999955032548189E+01  	6.900394125817895E-05  	-8.561956872258840E+01  	2.411689689357982E-03  	-9.424290926050527E+01  	6.900393928430809E-05  	-8.561956867252363E+01  	2.191958158722887E+01  	-8.999939979551361E+01  	7.045744176232293E-03  	9.000151803105810E+01  	2.411689620369640E-03  	-9.424290921038641E+01  	7.045744176232174E-03  	9.000151803105717E+01  	9.435835706330697E+01  	-8.999951063109837E+01  	
6.328000000000000E+09 	2.083129471535207E+01  	-8.999957123434540E+01  	6.919166496767409E-05  	-8.555131628662399E+01  	2.396200971489376E-03  	-9.436614086650602E+01  	6.919166292544130E-05  	-8.555133712798313E+01  	2.186263141942632E+01  	-8.999939941253267E+01  	7.057300816404525E-03  	9.000152446735247E+01  	2.396200900762557E-03  	-9.436616170780954E+01  	7.057300816404394E-03  	9.000152446735152E+01  	9.420677803046884E+01  	-8.999951079466527E+01  	
6.337000000000000E+09 	2.080020075898728E+01  	-8.999955036033894E+01  	6.938077108661001E-05  	-8.548242171789997E+01  	2.380574278992010E-03  	-9.449272516816846E+01  	6.938076897677438E-05  	-8.548242166996539E+01  	2.180580479910919E+01  	-8.999939902659187E+01  	7.068871082900551E-03  	9.000153069042659E+01  	2.380574206598314E-03  	-9.449272512017643E+01  	7.068871082900428E-03  	9.000153069042561E+01  	9.405560479044001E+01  	-8.999951094568027E+01  	
6.346000000000000E+09 	2.076919823704553E+01  	-8.999955037458577E+01  	6.957127757881275E-05  	-8.541287476866921E+01  	2.364808210555680E-03  	-9.462275083893400E+01  	6.957128174366460E-05  	-8.541287472175524E+01  	2.174910119275950E+01  	-8.999939863762964E+01  	7.080455161245140E-03  	9.000153670124055E+01  	2.364808352122172E-03  	-9.462275079196117E+01  	7.080455161245012E-03  	9.000153670123959E+01  	9.390483561571838E+01  	-8.999951108414542E+01  	
6.355000000000000E+09 	2.073828800117017E+01  	-8.999957127703657E+01  	6.976322426819584E-05  	-8.534266496217541E+01  	2.348902175093225E-03  	-9.475630787806578E+01  	6.976323474350684E-05  	-8.534268580659460E+01  	2.169252006985089E+01  	-8.999939824558345E+01  	7.092053241158866E-03  	9.000154250075144E+01  	2.348902527791413E-03  	-9.475632872242369E+01  	7.092053241158743E-03  	9.000154250075047E+01  	9.375446878858736E+01  	-8.999951121006833E+01  	
6.364000000000000E+09 	2.070746273803045E+01  	-8.999955039676135E+01  	6.995663074735692E-05  	-8.527178158736145E+01  	2.332854960525725E-03  	-9.489348749991413E+01  	6.995663481600841E-05  	-8.527178154240440E+01  	2.163606090282706E+01  	-8.999939785039042E+01  	7.103665516682763E-03  	9.000154808991257E+01  	2.332855096201948E-03  	-9.489348745489414E+01  	7.103665516682635E-03  	9.000154808991158E+01  	9.360450260104588E+01  	-8.999951132346150E+01  	
6.373000000000000E+09 	2.067673085495596E+01  	-8.999955040473546E+01  	7.015153858168487E-05  	-8.520021369288145E+01  	2.316666168056829E-03  	-9.503438200472254E+01  	7.015154260360519E-05  	-8.520021364886092E+01  	2.157972316708011E+01  	-8.999939745198658E+01  	7.115292186297417E-03  	9.000155346967345E+01  	2.316666300873900E-03  	-9.503438196063733E+01  	7.115292186297294E-03  	9.000155346967247E+01  	9.345493535474111E+01  	-8.999951142434249E+01  	
6.382000000000000E+09 	2.064609005488813E+01  	-8.999955041064126E+01  	7.034797970483113E-05  	-8.512795008144381E+01  	2.300335151474773E-03  	-9.517908463022169E+01  	7.034798368093863E-05  	-8.512795003833322E+01  	2.152350634092943E+01  	-8.999939705030765E+01  	7.126933453054727E-03  	9.000155864097881E+01  	2.300335281489166E-03  	-9.517908458704426E+01  	7.126933453054604E-03  	9.000155864097783E+01  	9.330576536089951E+01  	-8.999951151273382E+01  	
6.391000000000000E+09 	2.061553495521816E+01  	-8.999955041456890E+01  	7.054597638326253E-05  	-8.505497930379380E+01  	2.283861040228551E-03  	-9.532768938141328E+01  	7.054597388411701E-05  	-8.505497926156644E+01  	2.146740990560043E+01  	-8.999939664528817E+01  	7.138589524710455E-03  	9.000156360476821E+01  	2.283860959319108E-03  	-9.532768933911716E+01  	7.138589524710320E-03  	9.000156360476718E+01  	9.315699094026009E+01  	-8.999951158866277E+01  	
6.400000000000000E+09 	2.058507203250245E+01  	-8.999955041647314E+01  	7.074557303789739E-05  	-8.498128965233629E+01  	2.267243784042671E-03  	-9.548029083648331E+01  	7.074557047658443E-05  	-8.498128961096675E+01  	2.141143334520359E+01  	-8.999939623686237E+01  	7.150260613857817E-03  	9.000156836197537E+01  	2.267243701956125E-03  	-9.548029079504279E+01  	7.150260613857691E-03  	9.000156836197438E+01  	9.300861042300762E+01  	-8.999951165216139E+01  	
6.409000000000000E+09 	2.055469592425407E+01  	-8.999952952609959E+01  	7.094679388703083E-05  	-8.490686915506947E+01  	2.250482782586524E-03  	-9.563698392730144E+01  	7.094679126432782E-05  	-8.490684822418800E+01  	2.135557614671380E+01  	-8.999939582496333E+01  	7.161946938074214E-03  	9.000157291352760E+01  	2.250482699390497E-03  	-9.563696299634707E+01  	7.161946938074081E-03  	9.000157291352660E+01  	9.286062214870633E+01  	-8.999951170326636E+01  	
6.418000000000000E+09 	2.052441120299033E+01  	-8.999955041443528E+01  	7.114968543380395E-05  	-8.483170556881133E+01  	2.233578262092493E-03  	-9.579786369111039E+01  	7.114968923585672E-05  	-8.483170552908153E+01  	2.129983779994948E+01  	-8.999939540952364E+01  	7.173648720063379E-03  	9.000157726034512E+01  	2.233578381446998E-03  	-9.579786365130556E+01  	7.173648720063258E-03  	9.000157726034412E+01  	9.271302446623430E+01  	-8.999951174201873E+01  	
6.427000000000000E+09 	2.049421440256616E+01  	-8.999955041053748E+01  	7.135427399801549E-05  	-8.475578637279638E+01  	2.216529929736444E-03  	-9.596302499193587E+01  	7.135429076692687E-05  	-8.475578633385020E+01  	2.124421779755217E+01  	-8.999939499047525E+01  	7.185366187812203E-03  	9.000158140334021E+01  	2.216530450639258E-03  	-9.596302495291238E+01  	7.185366187812074E-03  	9.000158140333922E+01  	9.256581573371820E+01  	-8.999951176846412E+01  	
6.436000000000000E+09 	2.046410074142318E+01  	-8.999955040470491E+01  	7.156060832294054E-05  	-8.467909876155635E+01  	2.199338326829758E-03  	-9.613256220791065E+01  	7.156061856632820E-05  	-8.467909872337036E+01  	2.118871563496626E+01  	-8.999939456774894E+01  	7.197099574743556E-03  	9.000158534341693E+01  	2.199338641647065E-03  	-9.613256216964484E+01  	7.197099574743419E-03  	9.000158534341590E+01  	9.241899431846916E+01  	-8.999951178265228E+01  	
6.445000000000000E+09 	2.043407544141236E+01  	-8.999955039695973E+01  	7.176872768718905E-05  	-8.460162963809391E+01  	2.182003833227643E-03  	-9.630656888261753E+01  	7.176873136835341E-05  	-8.460162960064471E+01  	2.113333081041863E+01  	-8.999939414127512E+01  	7.208849119882842E-03  	9.000158908146997E+01  	2.182003945144806E-03  	-9.630656884508642E+01  	7.208849119882704E-03  	9.000158908146895E+01  	9.227255859691830E+01  	-8.999951178463718E+01  	
6.454000000000000E+09 	2.040413693814428E+01  	-8.999957127773293E+01  	7.197866187384834E-05  	-8.452336560666852E+01  	2.164526693248236E-03  	-9.648513733668456E+01  	7.197866551655062E-05  	-8.452338646027623E+01  	2.107806282489879E+01  	-8.999939371098310E+01  	7.220615068026986E-03  	9.000159261838377E+01  	2.164526802788455E-03  	-9.648515819020768E+01  	7.220615068026843E-03  	9.000159261838277E+01  	9.212650695455326E+01  	-8.999951177447670E+01  	
6.463000000000000E+09 	2.037428679066995E+01  	-8.999958693403492E+01  	7.219046599598300E-05  	-8.444429296517772E+01  	2.146908078738060E-03  	-9.666835823634010E+01  	7.219046960113769E-05  	-8.444432948723468E+01  	2.102291118213880E+01  	-8.999939327680156E+01  	7.232397669915706E-03  	9.000159595503231E+01  	2.146908185951153E-03  	-9.666839475830997E+01  	7.232397669915571E-03  	9.000159595503131E+01  	9.198083778585553E+01  	-8.999951175223288E+01  	
6.472000000000000E+09 	2.034452118102828E+01  	-8.999955036273451E+01  	7.240416433087972E-05  	-8.436439769791116E+01  	2.129148407266967E-03  	-9.685632011624520E+01  	7.240417449910326E-05  	-8.436439766254077E+01  	2.096787538859361E+01  	-8.999939283865827E+01  	7.244197182418931E-03  	9.000159909227742E+01  	2.129148706275708E-03  	-9.685632008078508E+01  	7.244197182418793E-03  	9.000159909227639E+01  	9.183554949423748E+01  	-8.999951171797139E+01  	
6.481000000000000E+09 	2.031484132207541E+01  	-8.999955034769056E+01  	7.261982005546924E-05  	-8.428366546732241E+01  	2.111249433127770E-03  	-9.704910885159596E+01  	7.261983020759962E-05  	-8.428366543260240E+01  	2.091295495342137E+01  	-8.999939239648043E+01  	7.256013868717413E-03  	9.000160203096891E+01  	2.111249728274407E-03  	-9.704910881678357E+01  	7.256013868717270E-03  	9.000160203096789E+01  	9.169064049198104E+01  	-8.999951167176160E+01  	
6.490000000000000E+09 	2.028524608560672E+01  	-8.999955033084255E+01  	7.283747632626200E-05  	-8.420208160639950E+01  	2.093212501696608E-03  	-9.724680707724636E+01  	7.283747982414699E-05  	-8.420208157230942E+01  	2.085814938846396E+01  	-8.999939195019414E+01  	7.267847998503885E-03  	9.000160477194284E+01  	2.093212602216661E-03  	-9.724680704306135E+01  	7.267847998503745E-03  	9.000160477194180E+01  	9.154610920017576E+01  	-8.999951161367652E+01  	
6.499000000000000E+09 	2.025573395676633E+01  	-8.999955031227846E+01  	7.305716966085255E-05  	-8.411963111037420E+01  	2.075038975740501E-03  	-9.744949354858625E+01  	7.305716646551852E-05  	-8.411963107689441E+01  	2.080345820822779E+01  	-8.999939149972469E+01  	7.279699848183717E-03  	9.000160731602065E+01  	2.075038884980921E-03  	-9.744949351500871E+01  	7.279699848183584E-03  	9.000160731601962E+01  	9.140195404865791E+01  	-8.999951154379249E+01  	
6.508000000000000E+09 	2.022630827374397E+01  	-8.999952940167731E+01  	7.327894884632687E-05  	-8.403629862818924E+01  	2.056730790345830E-03  	-9.765724244041910E+01  	7.327895227717918E-05  	-8.403627770495802E+01  	2.074888092986435E+01  	-8.999939104499673E+01  	7.291569701082587E-03  	9.000160966400844E+01  	2.056730886637307E-03  	-9.765722151708749E+01  	7.291569701082448E-03  	9.000160966400739E+01  	9.125817347595023E+01  	-8.999951146218932E+01  	
6.517000000000000E+09 	2.019697094051326E+01  	-8.999955026995406E+01  	7.350288591007593E-05  	-8.395206845379569E+01  	2.038290749848289E-03  	-9.787012257959802E+01  	7.350289600861327E-05  	-8.395206842147887E+01  	2.069441707315118E+01  	-8.999939058593380E+01  	7.303457847662864E-03  	9.000161181669672E+01  	2.038291029885566E-03  	-9.787012254717770E+01  	7.303457847662712E-03  	9.000161181669566E+01  	9.111476592920199E+01  	-8.999951136894990E+01  	
6.526000000000000E+09 	2.016771266232476E+01  	-8.999955024630223E+01  	7.372900045927751E-05  	-8.386692451776223E+01  	2.019720429502108E-03  	-9.808819660745013E+01  	7.372901726760014E-05  	-8.386692448599905E+01  	2.064006616047313E+01  	-8.999939012245883E+01  	7.315364585756876E-03  	9.000161377485686E+01  	2.019720889943703E-03  	-9.808819657558057E+01  	7.315364585756733E-03  	9.000161377485581E+01  	9.097172986412910E+01  	-8.999951126416023E+01  	
6.535000000000000E+09 	2.013853169402921E+01  	-8.999955022095247E+01  	7.395736791591193E-05  	-8.378085037752946E+01  	2.001023205858734E-03  	-9.831152006578417E+01  	7.395736451147893E-05  	-8.378085034630212E+01  	2.058582771680322E+01  	-8.999938965449361E+01  	7.327290220790172E-03  	9.000161553924319E+01  	2.001023113743912E-03  	-9.831152003444738E+01  	7.327290220790026E-03  	9.000161553924215E+01  	9.082906374495565E+01  	-8.999951114790942E+01  	
6.544000000000000E+09 	2.010944419761116E+01  	-8.999955019392583E+01  	7.418804388003569E-05  	-8.369382920856214E+01  	1.982202155429079E-03  	-9.854014040412245E+01  	7.418805394966090E-05  	-8.369382917785336E+01  	2.053170126968417E+01  	-8.999938918195929E+01  	7.339235066032203E-03  	9.000161711058981E+01  	1.982202424472500E-03  	-9.854014037330094E+01  	7.339235066032073E-03  	9.000161711058874E+01  	9.068676604435522E+01  	-8.999951102028916E+01  	
6.553000000000000E+09 	2.008043401572344E+01  	-8.999955016530905E+01  	7.442107492308480E-05  	-8.360584379473913E+01  	1.963260386605741E-03  	-9.877409590186679E+01  	7.442108498521351E-05  	-8.360584376453187E+01  	2.047768634920970E+01  	-8.999938870477585E+01  	7.351199442847618E-03  	9.000161848960954E+01  	1.963260652045931E-03  	-9.877409587154362E+01  	7.351199442847472E-03  	9.000161848960852E+01  	9.054483524339260E+01  	-8.999951088139409E+01  	
6.562000000000000E+09 	2.005150375885403E+01  	-8.999957102540102E+01  	7.465653132076080E-05  	-8.351687651837415E+01  	1.944201921147244E-03  	-9.901341450119885E+01  	7.465652776638406E-05  	-8.351689737899569E+01  	2.042378248800610E+01  	-8.999938822286261E+01  	7.363183680955072E-03  	9.000161967699388E+01  	1.944201828581102E-03  	-9.901343536170151E+01  	7.363183680954926E-03  	9.000161967699282E+01  	9.040326983146656E+01  	-8.999951073132142E+01  	
6.571000000000000E+09 	2.002266403264323E+01  	-8.999955010319036E+01  	7.489447451705906E-05  	-8.342690935039593E+01  	1.925030831515536E-03  	-9.925811254673705E+01  	7.489448456739866E-05  	-8.342690932114257E+01  	2.036998922121389E+01  	-8.999938773613771E+01  	7.375188118702800E-03  	9.000162067341067E+01  	1.925031089838536E-03  	-9.925811251736137E+01  	7.375188118702651E-03  	9.000162067340962E+01  	9.026206830625262E+01  	-8.999951057017084E+01  	
6.580000000000000E+09 	1.999389512968520E+01  	-8.999955006979543E+01  	7.513495711691207E-05  	-8.333592384008946E+01  	1.905751269273772E-03  	-9.950819342702546E+01  	7.513494661700336E-05  	-8.333592381128935E+01  	2.031630608646952E+01  	-8.999938724451843E+01  	7.387213103351432E-03  	9.000162147950294E+01  	1.905751002946749E-03  	-9.950819339809975E+01  	7.387213103351288E-03  	9.000162147950184E+01  	9.012122917364623E+01  	-8.999951039804432E+01  	
6.589000000000000E+09 	1.996521313646013E+01  	-8.999955003489248E+01  	7.537804482691183E-05  	-8.324390110446470E+01  	1.886368042640574E-03  	-9.976364611385306E+01  	7.537804112810293E-05  	-8.324390107610299E+01  	2.026273262388734E+01  	-8.999938674792131E+01  	7.399258991365877E-03  	9.000162209588815E+01  	1.886367950072797E-03  	-9.976364608536207E+01  	7.399258991365734E-03  	9.000162209588709E+01  	8.998075094770699E+01  	-8.999951021504624E+01  	
6.598000000000000E+09 	1.993661150410495E+01  	-8.999954999843629E+01  	7.562381664749174E-05  	-8.315082181751811E+01  	1.866886612325843E-03  	-1.000244435959656E+02  	7.562381290170449E-05  	-8.315082178957999E+01  	2.020926837604155E+01  	-8.999938624626151E+01  	7.411326148720978E-03  	9.000162252315724E+01  	1.866886519851927E-03  	-1.000244435678946E+02  	7.411326148720833E-03  	9.000162252315616E+01  	8.984063215060254E+01  	-8.999951002128309E+01  	
6.607000000000000E+09 	1.990809062694792E+01  	-8.999954996051255E+01  	7.587233203143473E-05  	-8.305666619945042E+01  	1.847312282421056E-03  	-1.002905412040226E+02  	7.587233515509142E-05  	-8.305666617192134E+01  	2.015591288794815E+01  	-8.999938573945356E+01  	7.423414951222358E-03  	9.000162276187170E+01  	1.847312358471062E-03  	-1.002905411763572E+02  	7.423414951222218E-03  	9.000162276187062E+01  	8.970087131255350E+01  	-8.999950981686339E+01  	
6.616000000000000E+09 	1.987964761696145E+01  	-8.999954992107605E+01  	7.612367492694750E-05  	-8.296141400519024E+01  	1.827651303658152E-03  	-1.005618748235637E+02  	7.612367108886567E-05  	-8.296141397805658E+01  	2.010266570704743E+01  	-8.999938522741074E+01  	7.435525784832836E-03  	9.000162281256435E+01  	1.827651211505996E-03  	-1.005618747962897E+02  	7.435525784832689E-03  	9.000162281256328E+01  	8.956146697177856E+01  	-8.999950960189759E+01  	
6.625000000000000E+09 	1.985128937877892E+01  	-8.999952898980480E+01  	7.637792092714810E-05  	-8.286504451314705E+01  	1.807910066691244E-03  	-1.008383589951118E+02  	7.637792400567340E-05  	-8.286502359605294E+01  	2.004952638318595E+01  	-8.999938471004539E+01  	7.447659046019251E-03  	9.000162267573644E+01  	1.807910139557893E-03  	-1.008383380778737E+02  	7.447659046019101E-03  	9.000162267573535E+01  	8.942241767443994E+01  	-8.999950937649788E+01  	
6.634000000000000E+09 	1.982300726398699E+01  	-8.999952894746832E+01  	7.663513728386125E-05  	-8.276753651354075E+01  	1.788095128494534E-03  	-1.011198848999436E+02  	7.663514034099969E-05  	-8.276751559681504E+01  	1.999649446859906E+01  	-8.999938418726870E+01  	7.459815142110223E-03  	9.000162235185620E+01  	1.788095199821526E-03  	-1.011198639830703E+02  	7.459815142110070E-03  	9.000162235185510E+01  	8.928372197458967E+01  	-8.999950914077833E+01  	
6.643000000000000E+09 	1.979479915561535E+01  	-8.999954979408625E+01  	7.689540512132071E-05  	-8.266886829638825E+01  	1.768213748698827E-03  	-1.014063182319579E+02  	7.689539413961035E-05  	-8.266886827036058E+01  	1.994356951789338E+01  	-8.999938365899104E+01  	7.471994491666471E-03  	9.000162184135858E+01  	1.768213496169819E-03  	-1.014063182057786E+02  	7.471994491666321E-03  	9.000162184135749E+01  	8.914537843411590E+01  	-8.999950889485449E+01  	
