Row0=Port(Qubit1L):Terminal(JJ1L_T1)	Row1=Port(Sink):Terminal(Sink1_T1)	Row2=Port(Source):Terminal(Source1_T1)	
Frequency   	Z[1,1]_Mag  	Z[1,1]_Phs  	Z[1,2]_Mag  	Z[1,2]_Phs  	Z[1,3]_Mag  	Z[1,3]_Phs  	Z[2,1]_Mag  	Z[2,1]_Phs  	Z[2,2]_Mag  	Z[2,2]_Phs  	Z[2,3]_Mag  	Z[2,3]_Phs  	Z[3,1]_Mag  	Z[3,1]_Phs  	Z[3,2]_Mag  	Z[3,2]_Phs  	Z[3,3]_Mag  	Z[3,3]_Phs  	
2.494000000000000E+09 	5.872985323392234E+01  	-8.999941191629260E+01  	6.471307649735447E-05  	7.541737868407687E+01  	8.721065689033834E-03  	-9.008724971928577E+01  	6.471306729951056E-05  	7.541741649155001E+01  	7.473724357059004E+01  	-8.999953616664610E+01  	2.656951279361794E-03  	9.004205023355765E+01  	8.721064449485732E-03  	-9.008721191181434E+01  	2.656951279362285E-03  	9.004205023353313E+01  	2.521293471780407E+02  	-8.999948349289050E+01  	
2.503000000000000E+09 	5.846685418161468E+01  	-8.999943200152832E+01  	6.081364537929979E-05  	7.539090774829749E+01  	8.682123790107882E-03  	-9.008763047242367E+01  	6.081364449002260E-05  	7.539092422800756E+01  	7.444320261988373E+01  	-8.999953601789291E+01  	2.666780950577865E-03  	9.004452331941091E+01  	8.682123663149752E-03  	-9.008761399271495E+01  	2.666780950578403E-03  	9.004452331938532E+01  	2.512054169308938E+02  	-8.999948348640898E+01  	
2.512000000000000E+09 	5.820633748550075E+01  	-8.999943120797249E+01  	5.717351033890464E-05  	7.534236782321086E+01  	8.643555034945769E-03  	-9.008797707549769E+01  	5.717350734081759E-05  	7.534238384512373E+01  	7.415117726131717E+01  	-8.999953586662191E+01  	2.676616992864051E-03  	9.004717848560715E+01  	8.643554581692086E-03  	-9.008796105358608E+01  	2.676616992864632E-03  	9.004717848558036E+01  	2.502880449224778E+02  	-8.999948347857975E+01  	
2.521000000000000E+09 	5.794825949307699E+01  	-8.999943042528677E+01  	5.376790415792531E-05  	7.527197931186353E+01  	8.605350552262355E-03  	-9.008828931551137E+01  	5.376790507549110E-05  	7.527199485746108E+01  	7.386114590176702E+01  	-8.999953571283675E+01  	2.686459487089802E-03  	9.005003335563806E+01  	8.605350699115796E-03  	-9.008827376991536E+01  	2.686459487090440E-03  	9.005003335561037E+01  	2.493771609137811E+02  	-8.999948346937698E+01  	
2.530000000000000E+09 	5.769264857739097E+01  	-8.999942965296584E+01  	5.057519534055814E-05  	7.517971649957197E+01  	8.567516111246965E-03  	-9.008856699147367E+01  	5.057519588745213E-05  	7.517973155096853E+01  	7.357308725534138E+01  	-8.999953555654153E+01  	2.696308482299750E-03  	9.005310757629991E+01  	8.567516203892161E-03  	-9.008855194007909E+01  	2.696308482300459E-03  	9.005310757627072E+01  	2.484726956652413E+02  	-8.999948345877540E+01  	
2.539000000000000E+09 	5.743940796845780E+01  	-8.999944978123061E+01  	4.757620997858010E-05  	7.506531191493457E+01  	8.530035758171959E-03  	-9.008880991674278E+01  	4.757621522762335E-05  	7.506530556568303E+01  	7.328698033793479E+01  	-8.999953539774098E+01  	2.706163984554194E-03  	9.005642307151986E+01  	8.530036699284132E-03  	-9.008881626599579E+01  	2.706163984554976E-03  	9.005642307148945E+01  	2.475745809190271E+02  	-8.999948344674981E+01  	
2.548000000000000E+09 	5.718851321929884E+01  	-8.999942814247173E+01  	4.475408592118711E-05  	7.492825406500607E+01  	8.492908175401598E-03  	-9.008901791621480E+01  	4.475408777468352E-05  	7.492826807688053E+01  	7.300280446189839E+01  	-8.999953523644035E+01  	2.716025942836028E-03  	9.006000432397278E+01  	8.492908527137039E-03  	-9.008900390434187E+01  	2.716025942836886E-03  	9.006000432394129E+01  	2.466827493817034E+02  	-8.999948343327522E+01  	
2.557000000000000E+09 	5.693994223329956E+01  	-8.999944829375103E+01  	4.209384892395470E-05  	7.476777856086166E+01  	8.456128498708118E-03  	-9.008919082739651E+01  	4.209384831868988E-05  	7.476777113942536E+01  	7.272053923082242E+01  	-8.999953507264530E+01  	2.725894231116449E-03  	9.006387868571737E+01  	8.456128377118455E-03  	-9.008919824883446E+01  	2.725894231117416E-03  	9.006387868568378E+01  	2.457971347072584E+02  	-8.999948341832726E+01  	
2.566000000000000E+09 	5.669367402263074E+01  	-8.999944234526041E+01  	3.958218010087020E-05  	7.458285233366888E+01  	8.419692821511135E-03  	-9.008932849987109E+01  	3.958218142138083E-05  	7.458284957506339E+01  	7.244016453442904E+01  	-8.999953490636211E+01  	2.735768625650705E-03  	9.006807671646045E+01  	8.419693102403059E-03  	-9.008933125847797E+01  	2.735768625651766E-03  	9.006807671642574E+01  	2.449176714804878E+02  	-8.999948340188148E+01  	
2.575000000000000E+09 	5.644964988737207E+01  	-8.999942074193100E+01  	3.720718148190343E-05  	7.437215028653598E+01  	8.383594704779051E-03  	-9.008943079534762E+01  	3.720717815106120E-05  	7.437216784291697E+01  	7.216166054357174E+01  	-8.999953473759744E+01  	2.745648776226214E-03  	9.007263254603674E+01  	8.383593954267644E-03  	-9.008941323896813E+01  	2.745648776227387E-03  	9.007263254600075E+01  	2.440442952007293E+02  	-8.999948338391398E+01  	
2.584000000000000E+09 	5.620787062970214E+01  	-8.999944092935702E+01  	3.495821766282283E-05  	7.413402333917321E+01  	8.347830418559030E-03  	-9.008949758707799E+01  	3.495822017989192E-05  	7.413401941783785E+01  	7.188500770533960E+01  	-8.999953456635841E+01  	2.755534169815246E-03  	9.007758425342340E+01  	8.347831019621933E-03  	-9.008950150841528E+01  	2.755534169816562E-03  	9.007758425338493E+01  	2.431769422659346E+02  	-8.999948336440104E+01  	
2.593000000000000E+09 	5.596828024836482E+01  	-8.999944023997276E+01  	3.282574313817404E-05  	7.386645635216104E+01  	8.312395436864784E-03  	-9.008952875991595E+01  	3.282574515721237E-05  	7.386645182875357E+01  	7.161018673826307E+01  	-8.999953439265259E+01  	2.765424084686325E-03  	9.008297424866032E+01  	8.312395948142245E-03  	-9.008953328332515E+01  	2.765424084687792E-03  	9.008297424862106E+01  	2.423155499570764E+02  	-8.999948334331917E+01  	
2.602000000000000E+09 	5.573082589368727E+01  	-8.999942389655648E+01  	3.080115901874082E-05  	7.356701383522433E+01  	8.277281108974169E-03  	-9.008952421037480E+01  	3.080115807821604E-05  	7.356702436369112E+01  	7.133717862761995E+01  	-8.999953421648796E+01  	2.775317532610985E-03  	9.008884963474941E+01  	8.277280856225042E-03  	-9.008951368191065E+01  	2.775317532612621E-03  	9.008884963470858E+01  	2.414600564228745E+02  	-8.999948332064527E+01  	
2.611000000000000E+09 	5.549552854500805E+01  	-8.999945978909565E+01  	2.887675557594896E-05  	7.323277059098307E+01  	8.242489009850178E-03  	-9.008948384537015E+01  	2.887675492634900E-05  	7.323274393558620E+01  	7.106596462083778E+01  	-8.999953403787279E+01  	2.785213186310501E-03  	9.009526251307425E+01  	8.242488824431090E-03  	-9.008951050076840E+01  	2.785213186312336E-03  	9.009526251303146E+01  	2.406104006648440E+02  	-8.999948329635666E+01  	
2.620000000000000E+09 	5.526231965196904E+01  	-8.999944347168432E+01  	2.704553065613417E-05  	7.286022344396621E+01  	8.208008189572817E-03  	-9.008940758372923E+01  	2.704553541947679E-05  	7.286021181610626E+01  	7.079652622299120E+01  	-8.999953385681599E+01  	2.795109288727320E-03  	9.010227017653379E+01  	8.208009635193286E-03  	-9.008941921158969E+01  	2.795109288729372E-03  	9.010227017649014E+01  	2.397665225226433E+02  	-8.999948327043062E+01  	
2.629000000000000E+09 	5.503118028483068E+01  	-8.999944283435902E+01  	2.530119914479219E-05  	7.244517887366268E+01  	8.173840294177880E-03  	-9.008929535412830E+01  	2.530119959528844E-05  	7.244516659497900E+01  	7.052884519239213E+01  	-8.999953367332657E+01  	2.805003540294032E-03  	9.010993510605201E+01  	8.173840439716548E-03  	-9.008930763281356E+01  	2.805003540296331E-03  	9.010993510600724E+01  	2.389283626597332E+02  	-8.999948324284495E+01  	
2.638000000000000E+09 	5.480208045884137E+01  	-8.999942132119459E+01  	2.363804607510987E-05  	7.198260952264408E+01  	8.139977090941400E-03  	-9.008914709660017E+01  	2.363804507436531E-05  	7.198261747170453E+01  	7.026290353626949E+01  	-8.999953348741398E+01  	2.814892959948417E-03  	9.011832464727530E+01  	8.139976746326631E-03  	-9.008913914754193E+01  	2.814892959950983E-03  	9.011832464722995E+01  	2.380958625493188E+02  	-8.999948321357773E+01  	
2.647000000000000E+09 	5.457501516264853E+01  	-8.999942071080950E+01  	2.205092522350600E-05  	7.146647002306248E+01  	8.106417811676373E-03  	-9.008896276104601E+01  	2.205092511528836E-05  	7.146647730024374E+01  	6.999868350653794E+01  	-8.999953329908804E+01  	2.824773715785977E-03  	9.012751018939746E+01  	8.106417771893875E-03  	-9.008895548386648E+01  	2.824773715788870E-03  	9.012751018935126E+01  	2.372689644605881E+02  	-8.999948318260734E+01  	
2.656000000000000E+09 	5.434993605643366E+01  	-8.999944100363315E+01  	2.053516856948841E-05  	7.088945900897578E+01  	8.073155251212988E-03  	-9.008874230811598E+01  	2.053517122875650E-05  	7.088944471513376E+01  	6.973616759565193E+01  	-8.999953310835885E+01  	2.834640921975143E-03  	9.013756559568850E+01  	8.073156296673115E-03  	-9.008875660195982E+01  	2.834640921978385E-03  	9.013756559564251E+01  	2.364476114452222E+02  	-8.999948314991246E+01  	
2.665000000000000E+09 	5.412681896661907E+01  	-8.999941953136909E+01  	1.908658367846722E-05  	7.024270913637862E+01  	8.040188724021518E-03  	-9.008848570804433E+01  	1.908658359663618E-05  	7.024271504105981E+01  	6.947533853254404E+01  	-8.999953291523683E+01  	2.844488400804261E-03  	9.014856454093447E+01  	8.040188689551059E-03  	-9.008847980336445E+01  	2.844488400807904E-03  	9.014856454088905E+01  	2.356317473241851E+02  	-8.999948311547189E+01  	
2.674000000000000E+09 	5.390562044487751E+01  	-8.999941896280276E+01  	1.770138275070803E-05  	6.951537967543493E+01  	8.007508063803239E-03  	-9.008819294170991E+01  	1.770138361644434E-05  	6.951538488051700E+01  	6.921617927864546E+01  	-8.999953271973266E+01  	2.854308413199893E-03  	9.016057629657669E+01  	8.007508455433953E-03  	-9.008818773662911E+01  	2.854308413203977E-03  	9.016057629653298E+01  	2.348213166747751E+02  	-8.999948307926499E+01  	
2.683000000000000E+09 	5.368633359651923E+01  	-8.999939751872436E+01  	1.637621525217406E-05  	6.869411574833451E+01  	7.975115861738859E-03  	-9.008786399874606E+01  	1.637621251400312E-05  	6.869414113502073E+01  	6.895867302398629E+01  	-8.999953252185742E+01  	2.864091369337877E-03  	9.017365937670158E+01  	7.975114528267449E-03  	-9.008783861206108E+01  	2.864091369342447E-03  	9.017365937666051E+01  	2.340162648179429E+02  	-8.999948304127130E+01  	
2.692000000000000E+09 	5.346895700628841E+01  	-8.999941264538555E+01  	1.510810682704081E-05  	6.776232292354049E+01  	7.943006051664070E-03  	-9.008749887903016E+01  	1.510810797555501E-05  	6.776233192755835E+01  	6.870280318337424E+01  	-8.999953232162238E+01  	2.873825544726698E-03  	9.018785234165513E+01  	7.943006655490440E-03  	-9.008748987501502E+01  	2.873825544731794E-03  	9.018785234161864E+01  	2.332165378058569E+02  	-8.999948300147075E+01  	
2.701000000000000E+09 	5.325341189674366E+01  	-8.999943823131773E+01  	1.389448339022059E-05  	6.669918328099642E+01  	7.911172704778948E-03  	-9.008709759184029E+01  	1.389448406934360E-05  	6.669916545029288E+01  	6.844855339264979E+01  	-8.999953211903909E+01  	2.883496848724978E-03  	9.020316099970873E+01  	7.911173091455613E-03  	-9.008711542254517E+01  	2.883496848730636E-03  	9.020316099967833E+01  	2.324220824097222E+02  	-8.999948295984345E+01  	
2.710000000000000E+09 	5.303970497484087E+01  	-8.999941683032796E+01  	1.273319584917016E-05  	6.547830562128598E+01  	7.879614597208151E-03  	-9.008666015532832E+01  	1.273319615859162E-05  	6.547830795037682E+01  	6.819590750501573E+01  	-8.999953191411944E+01  	2.893088723446693E-03  	9.021954134540196E+01  	7.879614788686666E-03  	-9.008665782623686E+01  	2.893088723452935E-03  	9.021954134538002E+01  	2.316328461078412E+02  	-8.999948291636986E+01  	
2.719000000000000E+09 	5.282780781945529E+01  	-8.999943722288697E+01  	1.162254388758952E-05  	6.406585314171969E+01  	7.848327466613701E-03  	-9.008618659696576E+01  	1.162254390845810E-05  	6.406583384525517E+01  	6.794484958743980E+01  	-8.999953170687563E+01  	2.902582291398450E-03  	9.023687797649309E+01  	7.848327480706890E-03  	-9.008620589343211E+01  	2.902582291405264E-03  	9.023687797648260E+01  	2.308487770739106E+02  	-8.999948287103086E+01  	
2.728000000000000E+09 	5.261770240724164E+01  	-8.999939496150813E+01  	1.056135144521411E-05  	6.241791999677570E+01  	7.817307882054890E-03  	-9.008567695307930E+01  	1.056135220592141E-05  	6.241794173740691E+01  	6.769536391712850E+01  	-8.999953149732023E+01  	2.911956914860596E-03  	9.025495865203943E+01  	7.817308445117277E-03  	-9.008565521244822E+01  	2.911956914867952E-03  	9.025495865204310E+01  	2.300698241655501E+02  	-8.999948282380784E+01  	
2.737000000000000E+09 	5.240935191318678E+01  	-8.999943627296369E+01  	9.549076749012061E-06  	6.047682708225189E+01  	7.786552468592223E-03  	-9.008513126875238E+01  	9.549076377427335E-06  	6.047680629636929E+01  	6.744743497807053E+01  	-8.999953128546613E+01  	2.921191364397847E-03  	9.027344732283717E+01  	7.786552165594771E-03  	-9.008515205463405E+01  	2.921191364405664E-03  	9.027344732285877E+01  	2.292959369130578E+02  	-8.999948277468225E+01  	
2.746000000000000E+09 	5.220275838808902E+01  	-8.999940970809241E+01  	8.585990024238686E-06  	5.816587761091004E+01  	7.756058644228461E-03  	-9.008454959760793E+01  	8.585990308509115E-06  	5.816588218449613E+01  	6.720104745764806E+01  	-8.999953107132654E+01  	2.930265789032727E-03  	9.029186050020387E+01  	7.756058901022787E-03  	-9.008454502402074E+01  	2.930265789040876E-03  	9.029186050024640E+01  	2.285270655083876E+02  	-8.999948272363643E+01  	
2.755000000000000E+09 	5.199785118546371E+01  	-8.999941449273521E+01  	7.673443732570337E-06  	5.538198621144657E+01  	7.725817998996189E-03  	-9.008393200218823E+01  	7.673443841607135E-06  	5.538198480553201E+01  	6.695618624331458E+01  	-8.999953085491529E+01  	2.939164592245151E-03  	9.030955497129250E+01  	7.725818108778692E-03  	-9.008393340810035E+01  	2.939164592253421E-03  	9.030955497135875E+01  	2.277631607943403E+02  	-8.999948267065287E+01  	
2.764000000000000E+09 	5.179466823258722E+01  	-8.999941406956026E+01  	6.814324610715366E-06  	5.198560809680085E+01  	7.695835414851832E-03  	-9.008327855225056E+01  	6.814324577388514E-06  	5.198560592955148E+01  	6.671283641933771E+01  	-8.999953063624642E+01  	2.947880098442463E-03  	9.032573761591235E+01  	7.695835377215597E-03  	-9.008328071949532E+01  	2.947880098450582E-03  	9.032573761600480E+01  	2.270041742539699E+02  	-8.999948261571474E+01  	
2.773000000000000E+09 	5.159314899683731E+01  	-8.999939277192024E+01  	6.013690581447954E-06  	4.778799899880370E+01  	7.666101155097591E-03  	-9.008258932687498E+01  	6.013690981605597E-06  	4.778801695601266E+01  	6.647098326360546E+01  	-8.999953041533453E+01  	2.956416527641863E-03  	9.033950844661423E+01  	7.666101665210561E-03  	-9.008257136966118E+01  	2.956416527649505E-03  	9.033950844673353E+01  	2.262500580001910E+02  	-8.999948255880588E+01  	
2.782000000000000E+09 	5.139325917837634E+01  	-8.999939237907421E+01  	5.279788943733619E-06  	4.253833432463148E+01  	7.636612174739968E-03  	-9.008186441258394E+01  	5.279788704345492E-06  	4.253835151325003E+01  	6.623061224449434E+01  	-8.999953019219450E+01  	2.964793353282228E-03  	9.034994341212489E+01  	7.636611828493648E-03  	-9.008184722395454E+01  	2.964793353289038E-03  	9.034994341226940E+01  	2.255007647655931E+02  	-8.999948249991063E+01  	
2.791000000000000E+09 	5.119503590869748E+01  	-8.999939200097684E+01  	4.625425351308992E-06  	3.592081931418676E+01  	7.607371156449918E-03  	-9.008110390325724E+01  	4.625425460783191E-06  	3.592083573116084E+01  	6.599170901779810E+01  	-8.999952996684137E+01  	2.973046801182723E-03  	9.035621239903671E+01  	7.607371336502737E-03  	-9.008108748626994E+01  	2.973046801188366E-03  	9.035621239920293E+01  	2.247562478924503E+02  	-8.999948243901360E+01  	
2.800000000000000E+09 	5.099840213135786E+01  	-8.999939163813397E+01  	4.069450516100099E-06  	2.759021414675758E+01  	7.578369383538192E-03  	-9.008030790139489E+01  	4.069450144142265E-06  	2.759022978939424E+01  	6.575425942371578E+01  	-8.999952973929025E+01  	2.981228346455286E-03  	9.035771213593347E+01  	7.578368690858484E-03  	-9.008029225874638E+01  	2.981228346459476E-03  	9.035771213611542E+01  	2.240164613229197E+02  	-8.999948237610012E+01  	
2.809000000000000E+09 	5.080336651534616E+01  	-8.999941218023375E+01  	3.637214298100934E-06  	1.730233458875588E+01  	7.549603953416166E-03  	-9.007947651655584E+01  	3.637214865415612E-06  	1.730232856504754E+01  	6.551824948389736E+01  	-8.999952950955606E+01  	2.989399775086769E-03  	9.035418016195982E+01  	7.549605130967583E-03  	-9.007948254025177E+01  	2.989399775089335E-03  	9.035418016214996E+01  	2.232813595894350E+02  	-8.999948231115535E+01  	
2.818000000000000E+09 	5.060991038373935E+01  	-8.999941184750129E+01  	3.357087082633808E-06  	5.185238032106533E+00  	7.521077559747858E-03  	-9.007860986522422E+01  	3.357087204367439E-06  	5.185231229713910E+00  	6.528366539854612E+01  	-8.999952927765338E+01  	2.997625556501751E-03  	9.034575393369231E+01  	7.521077832475771E-03  	-9.007861666759578E+01  	2.997625556502653E-03  	9.034575393388326E+01  	2.225508978052792E+02  	-8.999948224416480E+01  	
2.827000000000000E+09 	5.041798185553467E+01  	-8.999939064057907E+01  	3.250099149703577E-06  	-7.984893802346856E+00  	7.492778999671968E-03  	-9.007770807230068E+01  	3.250099165500989E-06  	-7.984880495333058E+00  	6.505049354357597E+01  	-8.999952904359660E+01  	3.005964380554688E-03  	9.033295355406156E+01  	7.492779036090681E-03  	-9.007769476527200E+01  	3.005964380554026E-03  	9.033295355424501E+01  	2.218250316553356E+02  	-8.999948217511381E+01  	
2.836000000000000E+09 	5.022759520195158E+01  	-8.999939033842516E+01  	3.316624120643303E-06  	-2.091460074443709E+01  	7.464711034684437E-03  	-9.007677126863885E+01  	3.316624022127947E-06  	-2.091458821903680E+01  	6.481872046782345E+01  	-8.999952880739971E+01  	3.014462103730237E-03  	9.031659250623252E+01  	7.464710812955271E-03  	-9.007675874322086E+01  	3.014462103728192E-03  	9.031659250640260E+01  	2.211037173870212E+02  	-8.999948210398780E+01  	
2.845000000000000E+09 	5.003873198328198E+01  	-8.999941094109244E+01  	3.532923460465750E-06  	-3.243869554840970E+01  	7.436870876695892E-03  	-9.007579959254210E+01  	3.532923221125647E-06  	-3.243870469535848E+01  	6.458833289031229E+01  	-8.999952856907659E+01  	3.023147769043144E-03  	9.029764485937990E+01  	7.436870372879503E-03  	-9.007580873947543E+01  	3.023147769040008E-03  	9.029764485953254E+01  	2.203869118013868E+02  	-8.999948203077214E+01  	
2.854000000000000E+09 	4.985136954934982E+01  	-8.999940544681817E+01  	3.862313782571514E-06  	-4.202643046609962E+01  	7.409253760691816E-03  	-9.007479318933670E+01  	3.862314063470302E-06  	-4.202643517388490E+01  	6.435931769756978E+01  	-8.999952832864109E+01  	3.032033162476124E-03  	9.027710746123159E+01  	7.409254299551531E-03  	-9.007479789711761E+01  	3.032033162472184E-03  	9.027710746136431E+01  	2.196745722443861E+02  	-8.999948195545227E+01  	
2.863000000000000E+09 	4.966545861426747E+01  	-8.999940519033564E+01  	4.269109404439857E-06  	-4.971957967261417E+01  	7.381855692137430E-03  	-9.007375221100753E+01  	4.269109129859671E-06  	-4.971958516407170E+01  	6.413166194099415E+01  	-8.999952808610703E+01  	3.041115218661510E-03  	9.025588902767279E+01  	7.381855217350683E-03  	-9.007375770245739E+01  	3.041115218657042E-03  	9.025588902778517E+01  	2.189666565983121E+02  	-8.999948187801390E+01  	
2.872000000000000E+09 	4.948100479909942E+01  	-8.999941017162411E+01  	4.725431649011665E-06  	-5.582185801981588E+01  	7.354674083173465E-03  	-9.007267681600969E+01  	4.725431538341156E-06  	-5.582186951746416E+01  	6.390535283427135E+01  	-8.999952784148870E+01  	3.050379989151767E-03  	9.023474180169026E+01  	7.354673910924672E-03  	-9.007268831365003E+01  	3.050379989147033E-03  	9.023474180178260E+01  	2.182631232733940E+02  	-8.999948179844318E+01  	
2.881000000000000E+09 	4.929799530110531E+01  	-8.999938905562706E+01  	5.211704108276189E-06  	-6.067661446442061E+01  	7.327710336083590E-03  	-9.007156716891140E+01  	5.211702750142350E-06  	-6.067660585579524E+01  	6.368037775084012E+01  	-8.999952759480041E+01  	3.059806909118779E-03  	9.021423536205667E+01  	7.327708426532420E-03  	-9.007155856028234E+01  	3.059806909113975E-03  	9.021423536213111E+01  	2.175639311995511E+02  	-8.999948171672651E+01  	
2.890000000000000E+09 	4.911643142876768E+01  	-8.999940973447276E+01  	5.714783106617217E-06  	-6.457781525079622E+01  	7.300958584777191E-03  	-9.007042344123140E+01  	5.714783359477541E-06  	-6.457782831503556E+01  	6.345672422140462E+01  	-8.999952734605688E+01  	3.069372497689014E-03  	9.019476230480221E+01  	7.300958907819783E-03  	-9.007043650546254E+01  	3.069372497684284E-03  	9.019476230486065E+01  	2.168690398182993E+02  	-8.999948163285087E+01  	
2.899000000000000E+09 	4.893625634799136E+01  	-8.999940953871130E+01  	6.225968705157486E-06  	-6.775311445190937E+01  	7.274416342670894E-03  	-9.006924581039728E+01  	6.225969144148952E-06  	-6.775312829844138E+01  	6.323437993149341E+01  	-8.999952709527308E+01  	3.079053101495183E-03  	9.017656270005740E+01  	7.274416855586906E-03  	-9.006925965692808E+01  	3.079053101490628E-03  	9.017656270010251E+01  	2.161784090748116E+02  	-8.999948154680369E+01  	
2.908000000000000E+09 	4.875749351093584E+01  	-8.999938324551111E+01  	6.739501588037894E-06  	-7.037229588889855E+01  	7.248084381443291E-03  	-9.006803445962318E+01  	6.739502818366647E-06  	-7.037228440439503E+01  	6.301333271906341E+01  	-8.999952684246411E+01  	3.088826651900442E-03  	9.015975607801967E+01  	7.248085704615762E-03  	-9.006802297511560E+01  	3.088826651896143E-03  	9.015975607805326E+01  	2.154919994101245E+02  	-8.999948145857272E+01  	
2.917000000000000E+09 	4.858006589322742E+01  	-8.999938830255415E+01  	7.251538395262745E-06  	-7.256070633274307E+01  	7.221953182678450E-03  	-9.006678957896659E+01  	7.251539169062276E-06  	-7.256070085071219E+01  	6.279357057214877E+01  	-8.999952658764543E+01  	3.098673602478343E-03  	9.014437335352848E+01  	7.221953953320556E-03  	-9.006678409693062E+01  	3.098673602474317E-03  	9.014437335355275E+01  	2.148097717534864E+02  	-8.999948136814636E+01  	
2.926000000000000E+09 	4.840400548750594E+01  	-8.999940904184049E+01  	7.759518743801774E-06  	-7.441114460371485E+01  	7.196027437333425E-03  	-9.006551136306835E+01  	7.759517523640434E-06  	-7.441116079008235E+01  	6.257508162655233E+01  	-8.999952633083254E+01  	3.108577276160961E-03  	9.013038462101623E+01  	7.196026305778994E-03  	-9.006552754942949E+01  	3.108577276157245E-03  	9.013038462103322E+01  	2.141316875148531E+02  	-8.999948127551338E+01  	
2.935000000000000E+09 	4.822928472432909E+01  	-8.999938801659749E+01  	8.261717784417360E-06  	-7.599292599720133E+01  	7.170299060691067E-03  	-9.006420001339039E+01  	8.261717267048970E-06  	-7.599292207042197E+01  	6.235785416358046E+01  	-8.999952607204119E+01  	3.118523836197228E-03  	9.011772131972802E+01  	7.170298611669353E-03  	-9.006419608660757E+01  	3.118523836193818E-03  	9.011772131973900E+01  	2.134577085775132E+02  	-8.999948118066297E+01  	
2.944000000000000E+09 	4.805590458878893E+01  	-8.999940356341075E+01  	8.756998070728148E-06  	-7.735842734649709E+01  	7.144771432591830E-03  	-9.006285573597040E+01  	8.756997498366710E-06  	-7.735843986193959E+01  	6.214187660781867E+01  	-8.999952581128720E+01  	3.128502047642596E-03  	9.010629280146151E+01  	7.144770965605821E-03  	-9.006286825141127E+01  	3.128502047639481E-03  	9.010629280146762E+01  	2.127877972908572E+02  	-8.999948108358473E+01  	
2.953000000000000E+09 	4.788382919382543E+01  	-8.999938779039141E+01  	9.244606437714949E-06  	-7.854772442843593E+01  	7.119437861612670E-03  	-9.006147874320104E+01  	9.244606591635339E-06  	-7.854772204902490E+01  	6.192713752494821E+01  	-8.999952554858643E+01  	3.138502944483906E-03  	9.009599806894501E+01  	7.119437980149105E-03  	-9.006147636378856E+01  	3.138502944481074E-03  	9.009599806894788E+01  	2.121219164632708E+02  	-8.999948098426871E+01  	
2.962000000000000E+09 	4.771302675036102E+01  	-8.999942947977762E+01  	9.724069717530635E-06  	-7.959186825525428E+01  	7.094295516590876E-03  	-9.006006925248893E+01  	9.724068840251168E-06  	-7.959190842594309E+01  	6.171362561960252E+01  	-8.999952528395490E+01  	3.148519474212159E-03  	9.008673368535149E+01  	7.094294876562083E-03  	-9.006010942317486E+01  	3.148519474209597E-03  	9.008673368535109E+01  	2.114600293551643E+02  	-8.999948088270531E+01  	
2.971000000000000E+09 	4.754352928953920E+01  	-8.999940851391833E+01  	1.019511647838178E-05  	-8.051521122569710E+01  	7.069346517366378E-03  	-9.005862748603630E+01  	1.019511625884446E-05  	-8.051523127402648E+01  	6.150132973326264E+01  	-8.999952501740862E+01  	3.158546160139673E-03  	9.007839882018338E+01  	7.069346365137488E-03  	-9.005864753436387E+01  	3.158546160137354E-03  	9.007839882018132E+01  	2.108020996721259E+02  	-8.999948077888520E+01  	
2.980000000000000E+09 	4.737528070816404E+01  	-8.999938756301492E+01  	1.065760130634341E-05  	-8.133707333783089E+01  	7.044583768157743E-03  	-9.005715367199643E+01  	1.065760173523876E-05  	-8.133707326097350E+01  	6.129023884219063E+01  	-8.999952474896382E+01  	3.168578800878401E-03  	9.007089824717896E+01  	7.044584051653537E-03  	-9.005715359513781E+01  	3.168578800876304E-03  	9.007089824717534E+01  	2.101480915581974E+02  	-8.999948067279979E+01  	
2.989000000000000E+09 	4.720828686842577E+01  	-8.999938751656188E+01  	1.111149245109515E-05  	-8.207294850461466E+01  	7.020010008254683E-03  	-9.005564804265902E+01  	1.111149046783450E-05  	-8.207294918955188E+01  	6.108034205540023E+01  	-8.999952447863656E+01  	3.178614213656082E-03  	9.006414393243406E+01  	7.020008755271571E-03  	-9.005564872759734E+01  	3.178614213654194E-03  	9.006414393242943E+01  	2.094979695892752E+02  	-8.999948056444043E+01  	
2.998000000000000E+09 	4.704254000939395E+01  	-8.999938748494195E+01  	1.155681510567278E-05  	-8.273538794757295E+01  	6.995618272832302E-03  	-9.005411083609658E+01  	1.155681675229645E-05  	-8.273538939112726E+01  	6.087162861266457E+01  	-8.999952420644314E+01  	3.188650021055118E-03  	9.005805568719194E+01  	6.995619269572989E-03  	-9.005411227965003E+01  	3.188650021053415E-03  	9.005805568718640E+01  	2.088516987666265E+02  	-8.999948045379922E+01  	
3.007000000000000E+09 	4.687799956254791E+01  	-8.999938224532397E+01  	1.199365829602989E-05  	-8.333465462082680E+01  	6.971409506651744E-03  	-9.005254229447276E+01  	1.199365830041281E-05  	-8.333465159715577E+01  	6.066408788255885E+01  	-8.999952393239977E+01  	3.198684477192907E-03  	9.005256122474620E+01  	6.971409509199018E-03  	-9.005253927080068E+01  	3.198684477191384E-03  	9.005256122473983E+01  	2.082092445105251E+02  	-8.999948034086837E+01  	
